date,property_id,property,all_time_avg,recent_avg,review_count
2026-07-16,3a936ec6-c1ea-4e2b-bcaf-cac4a4735e44,BARBAZAN,2.33,2.33,3
2026-07-16,e7ce3ceb-4024-4b23-a76e-bca8638f68a9,FLORIDA,5.0,5.0,10
2026-07-16,e93ef95c-5a6e-4ce3-b0c4-2eaa8563e9d2,Santa Elena,4.82,5.0,56
2026-07-16,db002f0a-e41a-451f-8849-14cdc88dba4d,PALERMO Nilo,4.72,4.67,18
2026-07-16,656d1c14-4ec0-4758-8f32-2b1819d23032,PARK NUEVO,4.67,5.0,58
2026-07-17,56ad0c56-9b9f-4725-8d3c-d04866ffa21e,Loma Linda,4.81,5.0,97
2026-07-17,1f3d622b-3ec4-4219-aa93-aa5cead5a1aa,PERGOLAS 28,4.53,3.33,45
2026-07-17,e915eda4-075e-4fe2-808d-a0b2ae83b810,CASA BOQUERON,4.89,5.0,45
2026-07-17,88bf6063-a91b-4849-b573-b92d674c0d77,PERGOLAS 5,4.68,4.67,28
2026-07-17,1f7c502a-dc5d-4854-9877-31f6b4f380d4,ESCALONIA,4.88,5.0,49
2026-07-17,3a936ec6-c1ea-4e2b-bcaf-cac4a4735e44,BARBAZAN,2.33,2.33,3
2026-07-17,e7ce3ceb-4024-4b23-a76e-bca8638f68a9,FLORIDA,5.0,5.0,10
2026-07-17,e93ef95c-5a6e-4ce3-b0c4-2eaa8563e9d2,Santa Elena,4.82,5.0,57
2026-07-17,db002f0a-e41a-451f-8849-14cdc88dba4d,PALERMO Nilo,4.72,4.67,18
2026-07-17,656d1c14-4ec0-4758-8f32-2b1819d23032,PARK NUEVO,4.67,5.0,58
2026-07-18,56ad0c56-9b9f-4725-8d3c-d04866ffa21e,Loma Linda,4.81,5.0,97
2026-07-18,1f3d622b-3ec4-4219-aa93-aa5cead5a1aa,PERGOLAS 28,4.53,3.33,45
2026-07-18,e915eda4-075e-4fe2-808d-a0b2ae83b810,CASA BOQUERON,4.89,5.0,45
2026-07-18,88bf6063-a91b-4849-b573-b92d674c0d77,PERGOLAS 5,4.68,4.67,28
2026-07-18,1f7c502a-dc5d-4854-9877-31f6b4f380d4,ESCALONIA,4.88,5.0,50
2026-07-18,3a936ec6-c1ea-4e2b-bcaf-cac4a4735e44,BARBAZAN,2.33,2.33,3
2026-07-18,e7ce3ceb-4024-4b23-a76e-bca8638f68a9,FLORIDA,5.0,5.0,10
2026-07-18,e93ef95c-5a6e-4ce3-b0c4-2eaa8563e9d2,Santa Elena,4.82,5.0,57
2026-07-18,db002f0a-e41a-451f-8849-14cdc88dba4d,PALERMO Nilo,4.72,4.67,18
2026-07-18,656d1c14-4ec0-4758-8f32-2b1819d23032,PARK NUEVO,4.67,5.0,58
